route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11693,301,3331044,HUNT VALLEY,,0,7007,BWI_HV,1,1
11693,301,3331045,HUNT VALLEY,,0,7010,BWI_HV,1,1
11693,301,3331046,HUNT VALLEY,,0,7012,BWI_HV,1,1
11693,301,3331047,HUNT VALLEY,,0,7008,BWI_HV,1,1
11693,301,3331048,HUNT VALLEY,,0,7002,BWI_HV,1,1
11693,301,3331049,HUNT VALLEY,,0,7004,BWI_HV,1,1
11693,301,3331050,HUNT VALLEY,,0,7007,BWI_HV,1,1
11693,301,3331051,HUNT VALLEY,,0,7010,BWI_HV,1,1
11693,301,3331052,HUNT VALLEY,,0,7012,BWI_HV,1,1
11693,301,3331053,HUNT VALLEY,,0,7008,BWI_HV,1,1
11693,301,3331054,HUNT VALLEY,,0,7002,BWI_HV,1,1
11693,301,3331055,HUNT VALLEY,,0,7004,BWI_HV,1,1
11693,301,3331056,HUNT VALLEY,,0,7007,BWI_HV,1,1
