trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
3308219,14:19:00,14:19:00,7645,16,,0,0,16.4454,0
3308219,14:21:00,14:21:00,7646,17,,0,0,16.9296,0
3308219,14:23:00,14:23:00,7648,18,,0,0,17.4250,1
3308219,14:24:00,14:24:00,7649,19,,1,1,17.5280,0
3308219,14:27:00,14:27:00,7650,20,,0,0,20.4277,0
3308219,14:29:00,14:29:00,7651,21,,0,0,21.9797,0
3308219,14:33:00,14:33:00,7652,22,,0,0,24.7362,0
3308219,14:34:00,14:34:00,7654,23,,0,0,25.8362,0
3308219,14:41:00,14:41:00,7655,24,,0,0,32.7469,0
3308219,14:43:00,14:43:00,7656,25,,0,0,33.2754,0
3308219,14:45:00,14:45:00,7657,26,,0,0,34.9852,1
3308219,14:50:00,14:50:00,7658,27,,0,0,38.8609,0
3308219,14:53:00,14:53:00,7659,28,,0,0,40.1892,0
3308219,14:55:00,14:55:00,7660,29,,0,0,41.1372,0
3308219,14:58:00,14:58:00,7661,30,,0,0,41.6373,0
3308219,15:00:00,15:00:00,7662,31,,1,0,42.2933,1
3308220,13:10:00,13:10:00,7627,1,,0,1,0.0403,1
3308220,13:13:00,13:13:00,7628,2,,0,0,1.3853,0
3308220,13:18:00,13:18:00,7630,3,,0,0,4.0617,0
3308220,13:21:00,13:21:00,7631,4,,0,0,5.6268,1
3308220,13:23:00,13:23:00,7632,5,,0,0,6.6195,0
3308220,13:25:00,13:25:00,7634,6,,0,0,8.2166,0
3308220,13:27:00,13:27:00,7635,7,,0,0,9.0235,0
3308220,13:29:00,13:29:00,7637,8,,0,0,10.7563,0
3308220,13:31:00,13:31:00,7638,9,,0,0,11.4798,0
3308220,13:34:00,13:34:00,7639,10,,0,0,13.7127,0
3308220,13:36:00,13:36:00,7640,11,,0,0,14.1944,1
3308220,13:38:00,13:38:00,7641,12,,0,0,14.4602,0
3308220,13:40:31,13:40:31,7642,13,,0,0,14.8152,0
3308220,13:43:00,13:43:00,7643,14,,0,0,15.1813,1
3308220,13:46:00,13:46:00,7644,15,,0,0,15.6914,0
3308220,13:49:00,13:49:00,7645,16,,0,0,16.4454,0
3308220,13:51:00,13:51:00,7646,17,,0,0,16.9296,0
3308220,13:53:00,13:53:00,7648,18,,0,0,17.4250,1
3308220,13:54:00,13:54:00,7649,19,,1,1,17.5280,0
3308220,13:57:00,13:57:00,7650,20,,0,0,20.4277,0
3308220,13:59:00,13:59:00,7651,21,,0,0,21.9797,0
3308220,14:03:00,14:03:00,7652,22,,0,0,24.7362,0
3308220,14:04:00,14:04:00,7654,23,,0,0,25.8362,0
3308220,14:11:00,14:11:00,7655,24,,0,0,32.7469,0
3308220,14:13:00,14:13:00,7656,25,,0,0,33.2754,0
3308220,14:15:00,14:15:00,7657,26,,0,0,34.9852,1
3308220,14:20:00,14:20:00,7658,27,,0,0,38.8609,0
3308220,14:23:00,14:23:00,7659,28,,0,0,40.1892,0
3308220,14:25:00,14:25:00,7660,29,,0,0,41.1372,0
3308220,14:28:00,14:28:00,7661,30,,0,0,41.6373,0
3308220,14:30:00,14:30:00,7662,31,,1,0,42.2933,1
3308221,12:40:00,12:40:00,7627,1,,0,1,0.0403,1
3308221,12:43:00,12:43:00,7628,2,,0,0,1.3853,0
3308221,12:48:00,12:48:00,7630,3,,0,0,4.0617,0
3308221,12:51:00,12:51:00,7631,4,,0,0,5.6268,1
3308221,12:53:00,12:53:00,7632,5,,0,0,6.6195,0
3308221,12:55:00,12:55:00,7634,6,,0,0,8.2166,0
3308221,12:57:00,12:57:00,7635,7,,0,0,9.0235,0
3308221,12:59:00,12:59:00,7637,8,,0,0,10.7563,0
3308221,13:01:00,13:01:00,7638,9,,0,0,11.4798,0
3308221,13:04:00,13:04:00,7639,10,,0,0,13.7127,0
3308221,13:06:00,13:06:00,7640,11,,0,0,14.1944,1
3308221,13:08:00,13:08:00,7641,12,,0,0,14.4602,0
3308221,13:10:31,13:10:31,7642,13,,0,0,14.8152,0
